chrA	posA	chrB	posB	contactCount	p.value	q.value	interactionID	interactionID_final
11	101495000	18	61655000	6	9.05996e-18	3.037915e-10	interaction_95260	interaction_324
1	110255000	15	57165000	6	1.629839e-18	7.729843e-11	interaction_96034	interaction_325
11	103035000	13	63375000	6	9.129373e-19	4.796058e-11	interaction_96521	interaction_326
2	105235000	11	103185000	6	1.110782e-19	8.206092e-12	interaction_96678	interaction_327
11	103325000	15	59385000	5	6.315986e-16	6.617299e-09	interaction_96814	interaction_328
7	137125000	11	103435000	5	1.494168e-16	2.414261e-09	interaction_96907	interaction_329
8	21125000	11	103615000	5	7.822608e-16	7.697226e-09	interaction_97042	interaction_330
11	104945000	18	68235000	5	6.46508e-16	6.733716e-09	interaction_98149	interaction_331
9	117725000	11	105135000	6	1.119946e-19	8.250092e-12	interaction_98315	interaction_332
8	141995000	11	105385000	5	2.888331e-16	3.846026e-09	interaction_98535	interaction_333
1	110545000	15	67185000	5	8.020197e-17	1.568668e-09	interaction_98547	interaction_334
1	110545000	20	8785000	5	1.086378e-15	9.698104e-09	interaction_98549	interaction_335
3	111365000	11	10605000	5	9.604251e-17	1.775249e-09	interaction_99133	interaction_336
11	106065000	17	50065000	5	5.12043e-17	1.137576e-09	interaction_99182	interaction_337
11	106695000	13	110605000	6	1.287263e-21	1.750871e-13	interaction_99618	interaction_338
1	110695000	11	124435000	5	3.142104e-16	4.083679e-09	interaction_99855	interaction_339
11	107565000	17	69205000	5	3.256866e-17	8.13759e-10	interaction_100371	interaction_340
9	105185000	11	107715000	5	1.762995e-16	2.717234e-09	interaction_100491	interaction_341
2	26315000	11	107745000	6	5.250201e-21	6.035647e-13	interaction_100513	interaction_342
5	65195000	11	107775000	5	8.120082e-16	7.893914e-09	interaction_100528	interaction_343
4	15535000	11	107875000	5	9.454103e-16	8.782109e-09	interaction_100591	interaction_344
11	108485000	16	86545000	5	4.62093e-16	5.332181e-09	interaction_101138	interaction_345
5	54015000	11	108515000	5	6.843821e-16	7.01124e-09	interaction_101178	interaction_346
8	131705000	11	108515000	5	7.002413e-16	7.1298e-09	interaction_101179	interaction_347
6	159115000	11	108585000	5	3.35382e-18	1.395379e-10	interaction_101202	interaction_348
11	109285000	12	84805000	5	5.157356e-18	1.953569e-10	interaction_101840	interaction_349
2	143415000	11	110335000	5	1.223375e-17	3.862772e-10	interaction_102722	interaction_350
11	110785000	22	20275000	6	9.756317e-21	1.033925e-12	interaction_103111	interaction_351
11	110915000	13	104145000	5	1.765093e-16	2.718058e-09	interaction_103227	interaction_352
11	11105000	13	31375000	5	1.060261e-15	9.532129e-09	interaction_103282	interaction_353
6	86995000	11	111045000	5	3.413606e-16	4.330327e-09	interaction_103320	interaction_354
8	38535000	11	111715000	6	1.802739e-17	5.213588e-10	interaction_103893	interaction_355
7	112565000	11	111855000	5	4.998377e-16	5.633942e-09	interaction_103990	interaction_356
1	111195000	5	119325000	5	4.391271e-16	5.156229e-09	interaction_104021	interaction_357
1	111205000	10	95405000	5	3.736336e-16	4.598755e-09	interaction_104111	interaction_358
1	11125000	13	38535000	5	8.438573e-16	8.116221e-09	interaction_104121	interaction_359
11	112615000	13	36005000	5	5.974086e-17	1.278551e-09	interaction_104600	interaction_360
9	132135000	11	112805000	5	1.713208e-16	2.660064e-09	interaction_104746	interaction_361
11	113365000	13	73095000	5	3.666623e-16	4.538882e-09	interaction_105147	interaction_362
11	113365000	13	87675000	5	1.053354e-16	1.906422e-09	interaction_105148	interaction_363
6	95545000	11	113525000	5	3.594283e-16	4.475773e-09	interaction_105268	interaction_364
4	107475000	11	11415000	5	7.132803e-16	7.218252e-09	interaction_105610	interaction_365
11	115135000	13	31275000	7	1.798994e-19	1.254644e-11	interaction_106391	interaction_366
4	20625000	11	115305000	7	7.814823e-21	8.436912e-13	interaction_106551	interaction_367
7	112615000	11	115555000	5	1.269063e-16	2.163559e-09	interaction_106698	interaction_368
8	138545000	11	116035000	5	2.593141e-16	3.560671e-09	interaction_107047	interaction_369
11	116425000	17	71915000	5	6.83219e-16	7.007514e-09	interaction_107330	interaction_370
7	117255000	11	116925000	6	4.182278e-19	2.481328e-11	interaction_107669	interaction_371
11	117315000	16	11815000	5	4.350553e-16	5.120155e-09	interaction_107880	interaction_372
1	111745000	3	189065000	6	1.263844e-17	3.963405e-10	interaction_107917	interaction_373
2	151275000	11	117535000	5	1.072491e-16	1.926483e-09	interaction_108003	interaction_374
11	117985000	12	91165000	5	1.427753e-16	2.334604e-09	interaction_108267	interaction_375
11	118135000	12	42805000	5	2.686883e-16	3.651086e-09	interaction_108344	interaction_376
2	172475000	11	118265000	5	1.913241e-16	2.874792e-09	interaction_108449	interaction_377
11	118405000	19	53105000	5	1.150222e-16	2.020471e-09	interaction_108542	interaction_378
1	111855000	4	25095000	5	5.281849e-16	5.832057e-09	interaction_108631	interaction_379
1	111885000	11	23625000	5	8.857143e-16	8.392727e-09	interaction_108754	interaction_380
9	137555000	11	119125000	5	2.765783e-17	7.272275e-10	interaction_108932	interaction_381
11	119415000	12	121625000	5	2.317313e-16	3.292414e-09	interaction_109077	interaction_382
5	179035000	11	119455000	6	1.292849e-20	1.315655e-12	interaction_109116	interaction_383
7	1655000	11	119535000	5	1.517447e-17	4.57807e-10	interaction_109170	interaction_384
11	120495000	18	70255000	5	3.621742e-16	4.50267e-09	interaction_109941	interaction_385
8	122515000	11	120715000	5	6.160644e-17	1.305747e-09	interaction_110106	interaction_386
1	112095000	7	152335000	5	9.403117e-16	8.762571e-09	interaction_110264	interaction_387
2	208785000	11	121385000	6	5.64511e-18	2.101977e-10	interaction_110689	interaction_388
1	112145000	9	112685000	5	5.10085e-17	1.133773e-09	interaction_110726	interaction_389
1	112155000	4	62715000	5	1.76459e-16	2.718058e-09	interaction_110815	interaction_390
5	38585000	11	121625000	5	8.971727e-16	8.471699e-09	interaction_110940	interaction_391
11	121715000	16	31795000	5	2.569988e-16	3.542885e-09	interaction_111026	interaction_392
11	124885000	13	21535000	5	1.404606e-16	2.313364e-09	interaction_113574	interaction_393
11	12555000	12	73095000	5	5.120526e-16	5.727955e-09	interaction_114044	interaction_394
11	125575000	22	26485000	5	3.852572e-17	9.211618e-10	interaction_114082	interaction_395
7	119365000	11	125655000	5	5.031197e-16	5.653894e-09	interaction_114160	interaction_396
11	125785000	12	44025000	6	9.0618e-18	3.037915e-10	interaction_114256	interaction_397
11	125825000	15	92215000	5	5.051723e-17	1.125567e-09	interaction_114293	interaction_398
6	64525000	11	126085000	5	3.579287e-16	4.464336e-09	interaction_114440	interaction_399
2	221985000	11	126495000	5	2.495936e-16	3.475093e-09	interaction_114696	interaction_400
11	126755000	17	59725000	5	3.888539e-16	4.739436e-09	interaction_114940	interaction_401
11	126765000	14	75355000	5	9.860487e-16	9.049374e-09	interaction_114949	interaction_402
2	157795000	11	127025000	6	6.035671e-18	2.213515e-10	interaction_115167	interaction_403
3	57755000	11	127565000	5	2.167052e-16	3.15338e-09	interaction_115669	interaction_404
11	127705000	13	105935000	5	8.300128e-17	1.607007e-09	interaction_115809	interaction_405
6	112415000	11	127885000	5	4.616953e-16	5.33026e-09	interaction_115991	interaction_406
6	108215000	11	128045000	6	9.390852e-19	4.897168e-11	interaction_116132	interaction_407
11	128865000	18	76595000	5	3.833714e-16	4.685329e-09	interaction_116770	interaction_408
4	149355000	11	128995000	5	4.836398e-17	1.090771e-09	interaction_116906	interaction_409
11	129335000	12	46535000	5	1.507206e-16	2.428197e-09	interaction_117197	interaction_410
4	186745000	11	129505000	5	3.696289e-16	4.564573e-09	interaction_117316	interaction_411
9	31285000	11	13085000	5	5.816482e-16	6.252106e-09	interaction_118352	interaction_412
11	13155000	16	21235000	5	9.835644e-16	9.033769e-09	interaction_118945	interaction_413
5	29905000	11	131945000	5	2.779894e-16	3.749319e-09	interaction_119302	interaction_414
4	190185000	11	132035000	5	4.15348e-16	4.97594e-09	interaction_119404	interaction_415
7	7135000	11	132205000	5	1.9378e-16	2.906011e-09	interaction_119561	interaction_416
11	13225000	16	65325000	5	2.195418e-16	3.180602e-09	interaction_119563	interaction_417
2	29665000	11	132405000	5	7.665899e-17	1.519961e-09	interaction_119728	interaction_418
11	132615000	21	20225000	5	5.297386e-16	5.842039e-09	interaction_119908	interaction_419
11	132665000	14	95195000	6	1.584833e-18	7.578768e-11	interaction_119943	interaction_420
11	133705000	18	60045000	5	5.494287e-18	2.060875e-10	interaction_120762	interaction_421
9	25635000	11	134555000	6	1.990312e-18	9.129505e-11	interaction_121394	interaction_422
11	134805000	13	75035000	5	8.729437e-16	8.308408e-09	interaction_121555	interaction_423
1	113485000	16	4025000	5	7.417842e-17	1.484998e-09	interaction_121565	interaction_424
2	176875000	11	13505000	5	4.27822e-16	5.066067e-09	interaction_121690	interaction_425
1	113575000	19	5365000	5	9.774291e-17	1.800183e-09	interaction_121769	interaction_426
11	13915000	17	32635000	5	8.644785e-16	8.252248e-09	interaction_122194	interaction_427
11	14045000	18	26345000	6	2.096893e-17	5.851382e-10	interaction_122411	interaction_428
1	114065000	13	87735000	5	8.031469e-16	7.839156e-09	interaction_122450	interaction_429
1	114065000	5	75725000	5	3.403185e-16	4.321865e-09	interaction_122464	interaction_430
1	114125000	18	42835000	5	2.719269e-16	3.685852e-09	interaction_122592	interaction_431
1	114145000	15	68605000	5	1.99263e-16	2.963175e-09	interaction_122615	interaction_432
4	168285000	11	14275000	5	7.03117e-17	1.432597e-09	interaction_122799	interaction_433
1	114475000	2	119235000	6	1.052896e-16	1.906422e-09	interaction_123095	interaction_434
11	14505000	12	47125000	5	2.303022e-17	6.289527e-10	interaction_123148	interaction_435
1	114905000	7	30395000	5	3.942321e-18	1.585841e-10	interaction_123804	interaction_436
11	15115000	12	10415000	5	5.910667e-16	6.316095e-09	interaction_124115	interaction_437
1	115135000	16	60965000	5	1.597111e-16	2.525205e-09	interaction_124157	interaction_438
6	1795000	11	15325000	5	1.103828e-16	1.964689e-09	interaction_124505	interaction_439
1	115385000	10	30335000	6	2.241995e-18	9.979452e-11	interaction_124587	interaction_440
2	103375000	11	15525000	6	2.430157e-18	1.06999e-10	interaction_124837	interaction_441
11	15565000	12	69505000	6	4.945488e-18	1.893542e-10	interaction_124911	interaction_442
11	15645000	18	75515000	5	1.003938e-16	1.835075e-09	interaction_125038	interaction_443
5	155265000	11	15785000	5	5.469374e-16	5.981805e-09	interaction_125282	interaction_444
6	143785000	11	16135000	6	3.970993e-18	1.594592e-10	interaction_125773	interaction_445
8	18775000	11	16655000	5	3.974232e-16	4.821275e-09	interaction_126804	interaction_446
1	116815000	11	48245000	5	5.803563e-18	2.140311e-10	interaction_127018	interaction_447
6	2885000	11	16905000	5	1.005977e-17	3.28898e-10	interaction_127112	interaction_448
2	157705000	11	16975000	6	1.530838e-17	4.59741e-10	interaction_127260	interaction_449
1	117225000	4	39645000	5	5.624554e-16	6.108312e-09	interaction_127570	interaction_450
1	117295000	7	6145000	5	1.900555e-16	2.872707e-09	interaction_127650	interaction_451
11	17535000	17	9585000	6	1.922185e-19	1.330593e-11	interaction_127981	interaction_452
4	84795000	11	17735000	5	1.009166e-15	9.203091e-09	interaction_128222	interaction_453
1	117985000	6	50665000	5	5.199845e-16	5.773413e-09	interaction_128613	interaction_454
1	11825000	2	84755000	5	4.251743e-16	5.04898e-09	interaction_128973	interaction_455
1	118255000	12	2075000	5	6.600954e-16	6.838156e-09	interaction_128998	interaction_456
11	18505000	15	60025000	5	8.608175e-16	8.232966e-09	interaction_129393	interaction_457
2	221375000	11	18555000	5	6.3438e-16	6.634377e-09	interaction_129508	interaction_458
1	118825000	13	76825000	5	6.085085e-17	1.294713e-09	interaction_129908	interaction_459
3	168105000	11	19055000	5	5.182001e-17	1.146834e-09	interaction_130240	interaction_460
1	119165000	6	69695000	5	8.655026e-16	8.257217e-09	interaction_130418	interaction_461
1	119345000	16	24685000	5	1.814848e-16	2.774886e-09	interaction_130789	interaction_462
1	119355000	15	102405000	5	9.654405e-16	8.911878e-09	interaction_130808	interaction_463
1	119385000	7	71805000	5	5.796669e-16	6.236199e-09	interaction_130865	interaction_464
1	119655000	9	76635000	5	4.769358e-17	1.078288e-09	interaction_131339	interaction_465
1	119925000	4	102305000	5	9.804216e-16	9.01227e-09	interaction_131716	interaction_466
11	20235000	12	113975000	5	9.401419e-16	8.762571e-09	interaction_132120	interaction_467
6	85795000	11	20275000	6	4.20446e-18	1.663706e-10	interaction_132205	interaction_468
9	26725000	11	20495000	5	9.059047e-16	8.527057e-09	interaction_132558	interaction_469
3	67895000	11	20875000	5	6.037444e-16	6.409867e-09	interaction_132848	interaction_470
1	121335000	14	21285000	5	4.939854e-18	1.892957e-10	interaction_133300	interaction_471
6	63515000	11	21385000	6	1.31203e-17	4.089479e-10	interaction_133385	interaction_472
1	121485000	19	27735000	30	2.210558e-112	1.455782e-102	interaction_133460	interaction_473
1	121485000	6	58775000	19	5.425093e-68	2.084098e-58	interaction_133479	interaction_474
1	121485000	7	61965000	12	4.230545e-41	6.724973e-32	interaction_133484	interaction_475
11	22475000	20	14955000	5	8.47585e-16	8.139941e-09	interaction_134333	interaction_476
11	22565000	17	45085000	5	4.030882e-16	4.870488e-09	interaction_134386	interaction_477
6	148975000	11	22595000	5	1.751576e-16	2.703862e-09	interaction_134407	interaction_478
11	23025000	17	57745000	5	2.699952e-16	3.663129e-09	interaction_134746	interaction_479
2	136765000	11	2355000	5	9.130051e-17	1.720012e-09	interaction_135189	interaction_480
3	105675000	11	23645000	5	6.806333e-16	6.989657e-09	interaction_135346	interaction_481
11	23675000	13	76105000	5	6.985569e-16	7.12452e-09	interaction_135350	interaction_482
6	94435000	11	23685000	5	7.959211e-16	7.788416e-09	interaction_135373	interaction_483
3	156805000	11	24085000	6	6.919536e-18	2.463199e-10	interaction_135746	interaction_484
6	76785000	11	24165000	5	2.45084e-16	3.430959e-09	interaction_135829	interaction_485
2	116115000	11	24675000	5	1.956845e-17	5.522359e-10	interaction_136263	interaction_486
3	60805000	11	24715000	5	7.247537e-17	1.462165e-09	interaction_136301	interaction_487
7	15515000	11	24865000	6	8.261147e-17	1.602151e-09	interaction_136477	interaction_488
4	141585000	11	25685000	6	4.727163e-19	2.751873e-11	interaction_137240	interaction_489
11	25915000	15	59275000	5	4.363665e-16	5.12904e-09	interaction_137471	interaction_490
11	26545000	22	37395000	5	5.032411e-16	5.653894e-09	interaction_138023	interaction_491
4	75355000	11	26675000	5	1.262858e-16	2.158569e-09	interaction_138154	interaction_492
11	27145000	15	62195000	5	8.13159e-16	7.90008e-09	interaction_138592	interaction_493
3	144855000	11	27435000	6	8.011048e-18	2.774422e-10	interaction_138833	interaction_494
8	74945000	11	27905000	5	4.783132e-16	5.474131e-09	interaction_139235	interaction_495
8	87285000	11	28085000	5	3.361636e-16	4.290191e-09	interaction_139399	interaction_496
11	28255000	12	119165000	5	1.053143e-15	9.489624e-09	interaction_139530	interaction_497
5	24365000	11	29045000	5	6.735788e-16	6.938852e-09	interaction_140295	interaction_498
11	29115000	20	515000	6	2.340223e-18	1.035337e-10	interaction_140339	interaction_499
11	29515000	20	18065000	5	4.849317e-16	5.515644e-09	interaction_140644	interaction_500
11	29705000	12	70385000	5	2.819833e-16	3.782127e-09	interaction_140805	interaction_501
8	125325000	11	30045000	6	1.601734e-17	4.757634e-10	interaction_141192	interaction_502
2	189165000	11	30205000	5	5.61301e-16	6.102049e-09	interaction_141327	interaction_503
2	143665000	11	30575000	5	4.227594e-17	9.862519e-10	interaction_141585	interaction_504
9	23285000	11	31185000	5	7.817829e-16	7.695176e-09	interaction_142098	interaction_505
6	65135000	11	31815000	6	1.090761e-16	1.946692e-09	interaction_142649	interaction_506
4	164435000	11	32005000	5	4.59801e-16	5.313713e-09	interaction_142789	interaction_507
8	56845000	11	32145000	5	4.548108e-16	5.277211e-09	interaction_142901	interaction_508
11	32265000	13	85725000	5	7.866225e-17	1.547698e-09	interaction_142983	interaction_509
6	110465000	11	32675000	5	1.841451e-16	2.80997e-09	interaction_143276	interaction_510
9	125745000	11	32685000	6	1.30356e-18	6.412338e-11	interaction_143281	interaction_511
11	33025000	13	58655000	6	8.840943e-19	4.668492e-11	interaction_143502	interaction_512
2	41815000	11	33315000	5	1.632982e-16	2.571003e-09	interaction_143746	interaction_513
11	33385000	18	56965000	5	1.059048e-15	9.527513e-09	interaction_143788	interaction_514
11	33405000	12	30115000	5	1.273274e-16	2.168332e-09	interaction_143798	interaction_515
11	33405000	19	43985000	5	2.495705e-17	6.684957e-10	interaction_143802	interaction_516
2	61395000	11	33475000	5	9.389602e-17	1.751722e-09	interaction_143851	interaction_517
7	71965000	11	33565000	5	8.950592e-16	8.460407e-09	interaction_143948	interaction_518
5	95445000	11	34055000	5	1.93944e-17	5.491792e-10	interaction_144345	interaction_519
11	34265000	20	22105000	5	1.649422e-16	2.585408e-09	interaction_144474	interaction_520
11	34645000	12	19765000	5	7.150507e-16	7.228768e-09	interaction_144759	interaction_521
11	35085000	12	6465000	5	1.128391e-15	9.968399e-09	interaction_145091	interaction_522
8	8855000	11	35245000	5	9.950202e-16	9.115563e-09	interaction_145222	interaction_523
2	54305000	11	35465000	5	6.686045e-16	6.906129e-09	interaction_145389	interaction_524
